project name, jcaFile, adapter-config-name, adapter-type,connection factory location, endpoint type, class, DestinationName, DeliveryMode, TimeToLive, UseMessageListener, MessageSelector, PayloadType
ArchiverenBerichtUitwisselingBPEL, ITE_ArchiverenBeginSpontaanInkomendeUitwisseling_WS_jms.jca, ITE_ArchiverenBeginSpontaanInkomendeUitwisseling_WS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ITE_INKOMEND,,,false,BPEL_SENSOR_NAME like 'BeginSpontaneUitwisseling%',TextMessage
ArchiverenBerichtUitwisselingBPEL, ITE_ArchiverenBeginUitwisseling_WS_jms.jca, ITE_ArchiverenBeginUitwisseling_WS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ITE_UITGAAND,,,false,BPEL_SENSOR_NAME like 'BeginUitwisseling%',TextMessage
ArchiverenBerichtUitwisselingBPEL, ITE_ArchiverenEindeSpontaanInkomendeUitwisseling_WS_jms.jca, ITE_ArchiverenEindeSpontaanInkomendeUitwisseling_WS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ITE_UITGAAND,,,false,BPEL_SENSOR_NAME like 'EindeSpontaneUitwisseling%',TextMessage
ArchiverenBerichtUitwisselingBPEL, ITE_ArchiverenEindeUitwisseling_WS_jms.jca, ITE_ArchiverenEindeUitwisseling_WS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ITE_INKOMEND,,,false,BPEL_SENSOR_NAME like 'EindeUitwisseling%',TextMessage
ArchiverenBerichtUitwisselingBPEL, ITE_ArchiverenInkomendVervolg_WS_jms.jca, ITE_ArchiverenInkomendVervolg_WS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ITE_INKOMEND,,,false,BPEL_SENSOR_NAME like 'VervolgUitwisseling%',TextMessage
ArchiverenBerichtUitwisselingBPEL, ITE_ArchiverenStopUitwisseling_WS_jms.jca, ITE_ArchiverenStopUitwisseling_WS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ITE_INKOMEND,,,false,BPEL_SENSOR_NAME like 'StopUitwisseling%',TextMessage
ArchiverenBerichtUitwisselingBPEL, ITE_ArchiverenUitgaandVervolg_WS_jms.jca, ITE_ArchiverenUitgaandVervolg_WS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ITE_UITGAAND,,,false,BPEL_SENSOR_NAME like 'VervolgUitwisseling%',TextMessage
ArchiverenBerichtUitwisselingBPEL, SBL_BijwerkenInkomendBericht_WS_jms.jca, SBL_BijwerkenInkomendBericht_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_ARCH_IN,Persistent,0,,,TextMessage
ArchiverenBerichtUitwisselingBPEL, SBL_VerwerkenAntwoordbericht_CB_jms.jca, SBL_VerwerkenAntwoordbericht_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType like 'VerwerkenAntwoordbericht%',TextMessage
ArchiverenInkomendBerichtBPEL, SBL_ArchiverenInkomendBerichtFault_WS_jms.jca, SBL_ArchiverenInkomendBerichtFault_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_ARCH_IN,Persistent,0,,,TextMessage
ArchiverenInkomendBerichtBPEL, SBL_ArchiverenInkomendBericht_WS_jms.jca, SBL_ArchiverenInkomendBericht_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_ARCH_IN,Persistent,0,,,TextMessage
ArchiverenSpontaanBerichtBPEL, ITE_ArchiverenSpontaanBericht_WS_jms.jca, ITE_ArchiverenSpontaanBericht_WS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ITE_INKOMEND,,,false,BPEL_SENSOR_NAME like 'SpontaanBericht%',TextMessage
ArchiverenSpontaanBerichtBPEL, SBL_BijwerkenInkomendBericht_WS_jms.jca, SBL_BijwerkenInkomendBericht_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_ARCH_IN,Persistent,0,,,TextMessage
ArchiverenSpontaanBerichtBPEL, SBL_VerwerkenSpontaanBericht_CB_jms.jca, SBL_VerwerkenSpontaanBericht_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType like 'VerwerkenSpontaanBericht%',TextMessage
ArchiverenUitgaandBerichtBPEL, SBL_ArchiverenUitgaandBerichtFault_WS_jms.jca, SBL_ArchiverenUitgaandBerichtFault_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_ARCH_OUT,Persistent,0,,,TextMessage
ArchiverenUitgaandBerichtBPEL, SBL_BijwerkenUitgaandBericht_WS_jms.jca, SBL_BijwerkenUitgaandBericht_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_ARCH_OUT,Persistent,0,,,TextMessage
KoppelenBerichtBPEL, SBL_KoppelenBericht_CB_jms.jca, SBL_KoppelenBericht_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType = 'KoppelenBerichtCallback',TextMessage
OpslaanBerichtBPEL, SBL_OpslaanBerichtFault_WS_jms.jca, SBL_OpslaanBerichtFault_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
OpslaanBerichtBPEL, SBL_OpslaanBericht_WS_jms.jca, SBL_OpslaanBericht_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
RouterenKoppelenBerichtSensor, ITE_RouterenKoppelenBerichtSensor_jms.jca, ITE_RouterenKoppelenBerichtSensor, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ITE_INKOMEND,,,false,BPEL_SENSOR_NAME = 'KoppelenBericht',TextMessage
OnlineCompletionBPEL, SBL_OnlineCompletion_WS_jms.jca, SBL_OnlineCompletion_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
ControlerenBeschikbaarheidBiometrieBPEL, SBL_ControlerenBeschikbaarheidBiometrieFault_CB_jms.jca, SBL_ControlerenBeschikbaarheidBiometrieFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
ControlerenBeschikbaarheidBiometrieBPEL, SBL_ControlerenBeschikbaarheidBiometrieResponse_CB_jms.jca, SBL_ControlerenBeschikbaarheidBiometrieResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
ControlerenBeschikbaarheidBiometrieBPEL, SBL_ControlerenBeschikbaarheidBiometrie_RS_jms.jca, SBL_ControlerenBeschikbaarheidBiometrie_RS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType = 'ControleerBiometrieZk' or JMSType = 'ControleerBiometrieRbw',TextMessage
HerzendenBiometrieBPEL, SBL_HerzendenBiometrieFault_jms.jca, SBL_HerzendenBiometrieFault, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
HerzendenBiometrieBPEL, SBL_HerzendenBiometrieResponse_CB_jms.jca, SBL_HerzendenBiometrieResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
HerzendenBiometrieBPEL, SBL_HerzendenBiometrie_RS_jms.jca, SBL_HerzendenBiometrie_RS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='HerzndFotoHandtkng' or JMSType='HerzndVngrFotoHandtkng',TextMessage
OphalenWijzigingsdatumPersoonBPEL, SBL_BijwerkenBVVEstafette_WS_jms.jca, SBL_BijwerkenBVVEstafette_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
OphalenWijzigingsdatumPersoonBPEL, SBL_OphalenWijzigingsdatumPersoonFault_CB_jms.jca, SBL_OphalenWijzigingsdatumPersoonFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='BVVAddEstafetteFault',TextMessage
OphalenWijzigingsdatumPersoonBPEL, SBL_OphalenWijzigingsdatumPersoonResponse_CB_jms.jca, SBL_OphalenWijzigingsdatumPersoonResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='BVVAddEstafetteResponse',TextMessage
OphalenWijzigingsdatumPersoonBPEL, SBL_OphalenWijzigingsdatumPersoon_WS_jms.jca, SBL_OphalenWijzigingsdatumPersoon_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
OpvragenFotoBPEL, BVV_OpvragenFotoFault_CB_jms.jca, BVV_OpvragenFotoFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType = 'OpvragenFotoFault',TextMessage
OpvragenFotoBPEL, BVV_OpvragenFotoResponse_CB_jms.jca, BVV_OpvragenFotoResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType = 'OpvragenFotoResponse',TextMessage
OpvragenFotoBPEL, BVV_OpvragenFoto_WS_jms.jca, BVV_OpvragenFoto_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/BVV_INBOUND,Persistent,0,,,TextMessage
OpvragenHandtekeningBPEL, BVV_OpvragenHandtekeningFault_CB_jms.jca, BVV_OpvragenHandtekeningFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType = 'OpvragenHandtekeningFault',TextMessage
OpvragenHandtekeningBPEL, BVV_OpvragenHandtekeningResponse_CB_jms.jca, BVV_OpvragenHandtekeningResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType = 'OpvragenHandtekeningResponse',TextMessage
OpvragenHandtekeningBPEL, BVV_OpvragenHandtekening_WS_jms.jca, BVV_OpvragenHandtekening_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/BVV_INBOUND,Persistent,0,,,TextMessage
OpvragenVingerscansBPEL, BVV_OpvragenVingerscansFault_CB_jms.jca, BVV_OpvragenVingerscansFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType = 'OpvragenVingerscansFault',TextMessage
OpvragenVingerscansBPEL, BVV_OpvragenVingerscansResponse_WS_jms.jca, BVV_OpvragenVingerscansResponse_WS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType = 'OpvragenVingerscansResponse',TextMessage
OpvragenVingerscansBPEL, BVV_OpvragenVingerscans_WS_jms.jca, BVV_OpvragenVingerscans_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/BVV_INBOUND,Persistent,0,,,TextMessage
RegistrerenBiometrieEnrollmentBPEL, MPO_LezenAuditFile_Adapter_file.jca, MPO_LezenAuditFile_Adapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_LezenTriggerFile_Adapter_file.jca, MPO_LezenTriggerFile_Adapter, File Adapter, eis/FileAdapter, activation, oracle.tip.adapter.file.inbound.FileActivationSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_Lezen_Face001File_Adapter_file.jca, MPO_Lezen_Face001File_Adapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_Lezen_Face002File_Adapter_file.jca, MPO_Lezen_Face002File_Adapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_Lezen_Face3D001File_Adapter_file.jca, MPO_Lezen_Face3D001File_Adapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_Lezen_Face3D002FileAdapter_file.jca, MPO_Lezen_Face3D002FileAdapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_Lezen_Face3D003File_Adapter_file.jca, MPO_Lezen_Face3D003File_Adapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_Lezen_Face3D004File_Adapter_file.jca, MPO_Lezen_Face3D004File_Adapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_Lezen_FaceFile_Adapter_file.jca, MPO_Lezen_FaceFile_Adapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_Lezen_Fingerprint001File_Adapter_file.jca, MPO_Lezen_Fingerprint001File_Adapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_Lezen_Fingerprint002File_Adapter_file.jca, MPO_Lezen_Fingerprint002File_Adapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, MPO_Lezen_SignatureFile_Adapter_file.jca, MPO_Lezen_SignatureFile_Adapter, File Adapter, eis/FileAdapter, interaction, oracle.tip.adapter.file.outbound.FileReadInteractionSpec,,,,,,
RegistrerenBiometrieEnrollmentBPEL, SBL_RegistrerenBiometrieEnrollmentFault_CB_jms.jca, SBL_RegistrerenBiometrieEnrollmentFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
RegistrerenBiometrieEnrollmentBPEL, SBL_RegistrerenBiometrieEnrollmentResponse_CB_jms.jca, SBL_RegistrerenBiometrieEnrollmentResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
RegistrerenBiometrieEnrollmentBPEL, SBL_RegistrerenOfflineEnrollment_WS_jms.jca, SBL_RegistrerenOfflineEnrollment_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
RegistrerenBiometrieEnrollmentBPEL, SBL_RegistrerenOnlineEnrollmentResponse_CB_jms.jca, SBL_RegistrerenOnlineEnrollmentResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType = 'BiomOfflineEnrollmentResponse',TextMessage
RegistrerenBiometrieVanBuZaBPEL, BUZA_RegistrerenBiometrieVanBuZa_RS_aq.jca, BUZA_RegistrerenBiometrieVanBuZa_RS, AQ Adapter, eis/AQ/B2B, activation, oracle.tip.adapter.aq.inbound.AQDequeueActivationSpec,,,,,,
RegistrerenBiometrieVanFotokaartBPEL, SBL_NotificatieBiometrieVanFotoKaart_WS_jms.jca, SBL_NotificatieBiometrieVanFotoKaart_WS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
RegistrerenFotoBPEL, BVV_RegistrerenFotoFault_CB_jms.jca, BVV_RegistrerenFotoFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='RegistrerenFotoFault',TextMessage
RegistrerenFotoBPEL, BVV_RegistrerenFotoResponse_CB_jms.jca, BVV_RegistrerenFotoResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='RegistrerenFotoResponse',TextMessage
RegistrerenFotoBPEL, BVV_RegistrerenFoto_WS_jms.jca, BVV_RegistrerenFoto_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/BVV_INBOUND,Persistent,0,,,TextMessage
RegistrerenHandtekeningBPEL, BVV_RegistrerenHandtekeningFault_CB_jms.jca, BVV_RegistrerenHandtekeningFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='RegistrerenHandtekeningFault',TextMessage
RegistrerenHandtekeningBPEL, BVV_RegistrerenHandtekeningResponse_CB_jms.jca, BVV_RegistrerenHandtekeningResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='RegistrerenHandtekeningResponse',TextMessage
RegistrerenHandtekeningBPEL, BVV_RegistrerenHandtekening_WS_jms.jca, BVV_RegistrerenHandtekening_WS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/BVV_INBOUND,Persistent,0,,,TextMessage
RegistrerenKaartgegevensBPEL, BVV_RegistrerenKaartgegevensFault_CB_jms.jca, BVV_RegistrerenKaartgegevensFault_CB, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='RegistrerenKaartgegevensFault',TextMessage
RegistrerenKaartgegevensBPEL, BVV_RegistrerenKaartgegevensResponse_CB_jms.jca, BVV_RegistrerenKaartgegevensResponse_CB, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='RegistrerenKaartgegevensResponse',TextMessage
RegistrerenKaartgegevensBPEL, BVV_RegistrerenKaartgegevens_WS_jms.jca, BVV_RegistrerenKaartgegevens_WS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/BVV_INBOUND,Persistent,0,,,TextMessage
RegistrerenKaartgegevensBPEL, SBL_RegistrerenKaartgegevensFault_CB_jms.jca, SBL_RegistrerenKaartgegevensFault_CB, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_BVV,Persistent,0,,,TextMessage
RegistrerenKaartgegevensBPEL, SBL_RegistrerenKaartgegevensResponse_CB_jms.jca, SBL_RegistrerenKaartgegevensResponse_CB, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_BVV,Persistent,0,,,TextMessage
RegistrerenKaartgegevensBPEL, SBL_RegistrerenKaartgegevens_RS_jms.jca, SBL_RegistrerenKaartgegevens_RS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='BVVRegistrerenKaart',TextMessage
ReplicerenBiometrieBPEL, ELE_ReplicerenBiometrieFault_CB_jms.jca, ELE_ReplicerenBiometrieFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ELE_OUTBOUND,,,false,JMSType='ReplicatieServiceFault' and JMSXGroupID='ReplicerenBiometrieBPEL',TextMessage
ReplicerenBiometrieBPEL, ELE_ReplicerenBiometrieResponse_CB_jms.jca, ELE_ReplicerenBiometrieResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/ELE_OUTBOUND,,,false,JMSType='ReplicatieServiceResponse' and JMSXGroupID='ReplicerenBiometrieBPEL',TextMessage
ReplicerenBiometrieBPEL, ELE_ReplicerenBiometrie_jms.jca, ELE_ReplicerenBiometrie, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/ELE_INBOUND,Persistent,0,,,TextMessage
ToevoegenBiometrieBPEL, BVV_ToevoegenBiometrieDactyloscopischFault_CB_jms.jca, BVV_ToevoegenBiometrieDactyloscopischFault_CB, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='ToevoegenBiometrieDactyloscopischFault',TextMessage
ToevoegenBiometrieBPEL, BVV_ToevoegenBiometrieDubbel_CB_jms.jca, BVV_ToevoegenBiometrieDubbel_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='ToevoegenBiometrieDubbel',TextMessage
ToevoegenBiometrieBPEL, BVV_ToevoegenBiometrieFault_CB_jms.jca, BVV_ToevoegenBiometrieFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='ToevoegenBiometrieFault',TextMessage
ToevoegenBiometrieBPEL, BVV_ToevoegenBiometrieResponse_CB_jms.jca, BVV_ToevoegenBiometrieResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='ToevoegenBiometrieResponse',TextMessage
ToevoegenBiometrieBPEL, BVV_ToevoegenBiometrie_RS_jms.jca, BVV_ToevoegenBiometrie_RS, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/BVV_INBOUND,Persistent,0,,,TextMessage
ToevoegenBiometrieBPEL, SBL_BijwerkenBVVEstafetteFault_WS_jms.jca, BijwerkenBVVEstafetteFault_WS, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND,Persistent,0,,,TextMessage
TonenBiometrieBPEL, SBL_TonenBiometrieResponse_CB_jms.jca, SBL_TonenBiometrieResponse_CB, JMS Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
TonenBiometrieBPEL, SBL_TonenBiometrie_RS_jms.jca, SBL_TonenBiometrie_RS, JMS Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='BVVTonenBiometrie',TextMessage
TonenFotoBPEL, SBL_TonenFotoFault_CB_jms.jca, SBL_TonenFotoFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
TonenFotoBPEL, SBL_TonenFotoResponse_CB_jms.jca, SBL_TonenFotoResponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, interaction, oracle.tip.adapter.jms.outbound.JmsProduceInteractionSpec,jms/SBL_INBOUND_SYNC,Persistent,0,,,TextMessage
TonenFotoBPEL, SBL_TonenFoto_RS_jms.jca, SBL_TonenFoto_RS, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/SBL_OUTBOUND,,,false,JMSType='BVVTonenFoto',TextMessage
VerifierenPersoonBPEL, BVV_VerifierenPersoonFault_CB_jms.jca, BVV_VerifierenPersoonFault_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='VerifierenPersoonFault',TextMessage
VerifierenPersoonBPEL, BVV_VerifierenPersoonReponse_CB_jms.jca, BVV_VerifierenPersoonReponse_CB, Jms Adapter, eis/aqjms/CP_QDB_01, activation, oracle.tip.adapter.jms.inbound.JmsConsumeActivationSpec,jms/BVV_OUTBOUND,,,false,JMSType='VerifierenPersoonResponse',TextMessage
